	Heart	Liver	Ovary	Testis	lung	Adrenal	Gallbladder	Pancreas	Kidney	esophagus	colon	Rectum	urinary_bladder	prostate	placenta
ATP5O	2648.8	913.75	780.87	695.85	477.63	745.06	429.63	679.58	667.56	251.88	757.45	652.81	614.86	727.84	792.55
ATP6V1H	12.16	30.69	90.54	104.76	40.81	327.82	34.8	0	281.82	43.2	70.63	60.95	49.25	74.86	55.95
LDB1	0	0	12.08	8.39	0	0	0	0	0	7.41	0	0	0	0	0
TTLL9	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VEZF1	0	0	16.46	0	0	0	0	4.96	0	0	0	0	3.22	0	0
GDPD3	4.64	0	0	0	0	0	0	0	57.38	84.82	14.38	14.32	5.01	0	0
GPSM3	0	0	0	0	15.96	0	0	0	0	0	0	0	0	0	0
C2orf62	7.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITSN1	0	21.94	31.64	32.95	1.46	26.25	5.69	18.79	1.07	1.76	5.39	10.73	0.94	20.34	8
C9orf114	0	0	8.92	0	0	5.81	0	13.45	0	0	0	12.47	13.1	4.98	7.44
MDN1	0.27	1.63	15.1	25.9	1.8	1.16	0	3.12	0	0	0	0	0	0	0
ABHD10	235.26	0	220.89	230.04	117.61	230.35	32.75	83.25	346.54	20.33	116.33	92.65	86.52	92.46	110.58
CYB5B	426.4	378.09	401.57	513.8	576.01	2333.15	102.06	224.85	372.86	358.99	354.48	288.75	157.29	268.94	555.21
TOMM34	0	9.93	450.04	869.6	0	70.68	16.08	49.04	0	0	7.61	7.58	26.55	66.57	72.38
FLJ00418	40.7	8.22	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM76B	0	0	0	0	0	0	0	14.6	0	0	0	0	0	0	0
CAPG	0	49.01	146.02	248.38	407.26	241.1	295.84	506.27	321.8	430	252.91	381.08	219.24	358.57	146.19
MICAL3	0	2.29	3.34	7.83	0	0	1.24	1.26	0	0	1.17	3.5	0.82	5.6	0
HIGD2A	58.93	44.63	16.25	0	0	105.93	0	0	54.64	29.91	68.48	68.17	0	0	0
RAI14	1.54	0	39.17	72.71	72.54	59.93	20.2	64.18	3.82	0	50.22	28.57	70.03	79.83	51.15
CDK2AP1	0	0	45.46	0	0	0	0	0	0	0	0	0	14.84	16.92	25.29
MINPP1	0	6.23	13.62	3.54	0	8.87	0	5.13	0	0	0	0	0	7.6	17.04
CEP19	0	0	0	0	0	0	0	0	10.96	0	0	0	0	0	0
FER1L6	0	0	0	0	0	0	0	0	0	0	1.26	0	0	0	0
CARD10	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0
CDK19	0	0	3.3	17.18	0	4.3	0	0	0	0	0	0	0	0	0
TMEM119	0	0	0	20.05	185.47	0	0	87.06	0	0	9.01	17.94	50.27	28.65	0
PTPN18	0	0	0	0	0	0	0	5.6	0	0	0	0	0	4.14	6.19
CD81	217.18	225.96	755.08	559.53	430.77	236.61	387.48	415.91	162.72	267.26	703.53	436.5	710.95	575.4	121.15
ZBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CISD1	1448.03	449.94	491.54	431.92	490.74	340.39	273.26	463.11	447.54	141.36	625.58	665.76	601.65	325.77	153.79
SUGP1	11.72	0	7.76	35.01	0	3.37	0	19.49	0	0	3.63	10.85	0	8.66	0
TRIM22	0	0	19.74	17.13	5.01	0	9.76	9.92	0	0	0	4.6	3.22	18.36	0
NAPB	0	0	0	17.45	0	87.35	0	33.67	0	0	86.26	39.04	10.94	81.03	0
hCG_1980662	43.96	0	0	0	9.22	0	17.98	0	0	33.48	0	8.48	0	13.53	0
CCDC27	0	0	0	0	0	0	0	0	2.79	0	0	0	0	0	0
GNAI2	314.92	322.27	806.03	612.68	1247.38	446.85	913.37	335.19	384.14	272.83	513.93	375.65	594.22	444.68	602.93
POLR2M	0	0	0	0	0	0	36.72	74.67	0	0	0	0	0	13.82	0
FYTTD1	23.71	47.89	78.47	125.31	0	27.28	23.27	70.98	0	0	7.35	7.31	5.12	35.04	0
PAM	4.7	0	0	0	0	18.04	0	52.15	0	0	0	0	0	1.93	0
RPS3	509.15	1452.53	1362.13	1382	1260.43	1171.52	1040.89	1619.41	778.94	1111.36	917.01	1109.29	783.78	916.96	1640.25
DPYD	0	87.76	112.7	64.81	7.68	21.93	39.9	45.64	0	3.1	44.88	28.22	37.88	46.94	0
SUN2	38.07	74.75	296.32	238.13	223.62	51.7	55.34	186.42	47.06	30.06	150.73	123.96	93.67	177.1	35.04
HNRNPF	18.59	105.16	196.94	367.46	112.35	235.32	182.47	420.57	133.33	113.27	178.62	298.29	104.46	206.08	260.16
SRI	86.2	142.44	380.37	450.15	407.7	326.8	166.6	443.08	387.49	143.2	412.77	495.55	330.14	347.38	201.95
APBB1	2.2	0	7.28	2.53	0	3.16	0	0	2.72	0	3.41	0	4.75	2.71	0
ZNF324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLTM	0	4.39	38.39	68.3	0	31.28	0	12.06	0	0	4.49	11.18	1.57	7.14	10.68
NCOA3	0	0	0	0	0	0	1.79	0	0	0	0	0	0	0	2.01
ZZEF1	0	2.59	2.83	4.72	0	3.69	2.52	2.56	1.27	0	3.97	3.96	0.55	4.42	0
RPN1	237.8	915.56	593.01	529.35	640.25	1029.5	538.82	741.53	398.11	357.11	433.67	435.57	275.62	344.69	1171.94
THBS4	41.71	0	7.08	11.06	0	4.61	15.74	8	0	9.77	72.08	17.32	1.73	11.85	0
KANK4	0	0	0	3.64	0	0	0	28.95	0	0	0	0	0	0	0
SFXN3	9.44	23.84	213.53	314.59	309.01	176.51	293.4	117.77	175.09	182.13	197.48	218.45	163.2	215.1	382.39
NDRG1	55.51	56.06	376.21	396.35	153.07	199.58	90.79	171.46	382.37	330.11	245.74	275.23	124.22	390.63	14.6
COQ10B	50.19	25.34	0	0	0	0	0	0	0	0	9.72	19.36	0	0	34.65
CLIP2	2.93	0	11.32	1.68	0	12.65	0	34.14	0	2.98	18.17	18.09	3.17	10.83	2.7
MZB1	0	0	0	0	206.63	11.8	80.54	95.55	0	83.33	254.33	430.44	0	101.07	0
TERF1	0	0	7.46	23.3	0	0	0	5.62	0	0	0	0	0	4.16	0
BAZ2B	0	0	0.78	8.12	2.37	2.03	0	0	0	1.43	0	1.09	0	0	0
RPS15	39.87	392.58	714.79	584.07	267.67	215.02	277.14	530.47	172.52	20.24	401.52	738	301.51	233.22	385.34
LSM11	0	4.34	0	0	0	0	0	0	0	0	0	0	0	0	15.83
CCDC88B	0	0	0	0	1.73	1.48	1.69	0	0	0	3.19	1.59	3.34	3.81	3.79
PRDM1	0	1.87	0	0	3.11	0	3.03	0	0	0	0	0	0	0	0
GCNT7	3.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBP4	103.34	454.72	187.3	237.47	470.78	286.62	1014.11	871.61	1222.84	224.83	285.91	159.4	263.15	490.86	95.12
DEFA1	199.81	437.18	73.48	57.39	1481.11	71.83	517.41	332.29	41.17	101.43	257.97	796.16	89.94	574.11	306.52
RAN	292.09	547.81	790.26	775.06	466.89	710.09	921.32	636.13	515.86	409.52	506.41	579.27	353.11	368.26	870.58
IMUP	15.59	0	0	0	78.48	0	0	0	0	63.3	24.15	0	50.52	19.19	0
CCDC140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPWD1	0	0	53.48	55.7	0	3.32	18.88	30.71	0	0	10.73	7.12	2.49	8.53	0
TTF1	0	0	0	1.89	0	0	0	0	0	0	0	0	0	0	0
INPP5K	0	3.36	25.67	15.28	5.58	9.56	0	5.53	4.11	6.75	0	5.13	10.77	8.19	6.12
EEF1G	193.17	746.08	598.21	424.41	466.41	0	410.16	603.06	486	756.94	372.79	386.82	267.26	242.05	692.5
MUT	124.63	519.94	105.94	133.8	37.72	155.72	110.27	176.69	186.91	12.45	69.64	56.73	48.56	80.51	7.52
PTER	26.12	57.15	14.41	15	0	56.34	14.24	50.68	339.05	0	33.72	40.29	51.73	42.88	56.1
NUMA1	6.42	59.75	257.18	267.83	289.55	215.29	120.09	259.64	49.35	34.74	103.82	234.21	60.84	169.43	90.55
SPC24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE8A	0	0	0	2.09	0	7.85	0	0	2.25	0	0	0	0	2.24	0
DESI2	0	0	8.74	9.1	0	0	0	0	0	0	0	0	0	0	0
MIPEP	44.23	19.14	6.97	14.52	0	36.35	6.89	24.52	23.44	0	19.58	9.75	4.55	2.59	0
PPP1R9B	3.81	3.85	63.03	91.89	6.39	16.43	21.8	15.84	0	0	17.7	11.75	10.29	14.07	7.01
PDE4DIP	0	2.59	0.71	2.21	0	0.92	0	2.13	0	0	0.99	0	0.69	0	0
CST3	75.26	10.86	142.33	222.33	126.31	154.61	369.24	482.74	39.87	0	116.59	298.49	81.3	198.58	19.79
MTFP1	84.88	57.14	0	0	15.83	40.69	0	0	104.93	0	14.61	0	0	0	52.08
NUP210	0	25.92	52.99	63.75	1.39	4.76	4.06	42.69	2.05	0	5.13	12.77	1.79	8.16	10.67
FAM213B	0	8.08	8.83	18.39	13.43	11.51	13.09	0	19.79	16.25	37.2	37.03	8.65	19.71	0
ZNF528	2.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM131	0	0	0	0.95	0	0	0	1.38	0	0	0	0	0	0	1.52
TF	1324.62	1435.62	2266.2	1633.31	3092.49	1733.78	3514.6	769.75	2741.13	3302.76	2953.73	2192.76	3476.24	1984.02	1306.48
MAP2K4	7.67	23.24	84.62	92.53	6.44	22.06	12.54	25.51	4.74	0	29.71	11.83	33.14	37.78	14.12
TTLL12	15.98	99.13	271.99	309.49	38.31	167.43	67.2	121.49	33.87	227.13	123.79	84.51	86.31	126.5	37.82
NDUFA3	915.25	55.46	201.94	21.03	122.89	78.97	149.69	182.66	90.52	37.17	170.16	197.64	138.42	315.58	33.7
NDUFB2	84.52	14.23	31.08	0	0	0	138.23	0	0	0	43.65	43.45	30.43	34.69	25.93
STK11IP	1.4	0	6.17	11.25	0	8.05	0	4.65	1.73	0	0	2.16	0	0	5.15
SMC2	1.25	0	20.72	46.03	0	0	0	0	0	0	0	0	0	0	2.3
CARD6	1.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf115	16.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF11	0	1.02	13.41	30.25	0	10.2	1.66	8.42	0	0	7.85	3.12	1.09	2.49	0
LURAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLII	15.25	42.66	50.49	49.88	43.33	38.81	36.46	35.13	13.06	28.59	52.72	48.87	62.11	62.13	28.08
MED25	0	0	0	4.99	0	0	0	3.61	0	0	0	0	0	2.68	0
GRIA1	1.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTT2	18.53	49.89	27.25	28.38	20.73	142.09	0	82.16	45.8	37.62	0	0	0	98.85	0
OBFC1	0	0	4.45	4.63	0	0	0	0	0	8.19	0	0	4.36	0	7.42
CCDC134	0	0	7.05	36.74	0	73.57	0	10.64	0	0	0	0	6.91	7.87	35.32
TMEM2	0	5.56	0	5.06	18.47	0	3.6	7.32	0	0	3.41	0	2.38	0	24.31
SORBS3	2.25	25.04	144.25	163.18	155.13	77.81	132.74	112.48	36.23	18.31	52.39	104.32	143.69	169.35	4.15
EPN1	11.27	51.21	71.48	77.68	42.55	16.21	36.86	56.22	6.97	11.44	13.09	13.04	15.22	24.28	15.56
BID	7.72	163.77	17.04	26.62	77.76	44.42	25.26	51.37	0	0	59.82	47.65	25.03	28.53	42.65
PPID	0	33.66	128.71	205.85	0	119.84	13.63	20.79	5.15	0	25.82	6.43	22.51	5.13	15.34
INPP5A	3.55	3.59	15.67	32.65	0	10.22	0	5.91	0	0	27.51	10.96	11.51	13.12	0
DDX56	0	5.57	6.08	3.17	0	0	0	9.17	0	0	0	4.25	0	0	0
TOMM5	56.29	113.69	0	0	0	80.95	0	0	34.79	0	0	0	0	0	0
BLOC1S1	0	9.94	0	33.91	0	28.3	16.09	81.82	12.16	0	15.24	45.53	10.63	12.12	18.11
CALCOCO2	0	3.28	7.17	59.75	10.91	0	15.95	21.62	0	6.6	5.04	15.04	7.02	16.01	0
TBX3	0	0	0	0	0	12.31	0	0	0	0	0	0	2.31	2.63	3.94
CACYBP	45.36	91.62	336.02	536.08	97.89	214.35	233.17	247.88	88.13	26.32	230.92	219.91	175.02	223.44	95.44
NR2F1	0	0	44.66	46.51	0	0	0	6.12	0	0	0	0	0	0	0
SUDS3	0	0	24.57	20.47	0	6.41	0	14.81	0	0	6.9	0	0	10.97	0
GSPT2	0	0	8.16	5.67	0	0	0	4.1	0	0	3.82	0	0	0	0
FKBP1A	85.27	71.76	235.19	326.58	310.09	306.58	255.69	449.09	17.57	28.86	594.52	767.27	614.13	735.06	52.33
LRRC47	136.47	121.61	271.6	307.45	67.37	134.69	52.52	289.27	66.16	70.64	145.11	132.08	98.29	154.88	118.23
ABI3	4.35	4.39	0	0	7.3	0	0	14.47	0	0	0	20.13	4.7	5.36	0
CDK16	0	0	3.36	21.02	0	0	0	0	0	0	0	0	0	0	0
RIOK1	0	0	20	41.66	0	0	4.24	8.61	0	0	4.01	0	2.8	9.57	0
HMCN2	0.31	0	0	0	0	0	0.51	0	0	0	7.76	2.9	0	6.94	0
KRT18	0	3440.67	42.89	36.55	2331.21	208.39	890.18	4143.87	1843.87	337.29	1034.91	1182.98	408.53	1440.6	8829.03
FN1	47.86	274.97	316.8	316.54	866.21	446.44	1110.65	300.09	151.91	302.04	1205.41	1047.46	1489.56	823.5	2750.27
PDXP	53.58	146.1	147.79	147.75	17.99	61.65	17.53	26.73	33.12	0	66.41	24.8	23.15	52.79	19.73
POLA1	1.02	1.03	2.26	1.18	3.44	1.47	5.02	0	0	0	0	0	0	0	0
SATB2	4.11	0	0	0	0	0	0	0	0	0	9.56	19.04	0	0	0
PPFIBP1	11.92	10.53	88.74	41.07	22.5	29.99	2.44	12.39	7.37	0	11.54	4.6	11.26	18.34	5.48
MRPS23	132.63	39.39	60.25	71.71	13.09	44.88	12.76	90.82	28.94	0	60.44	12.03	16.86	28.82	143.62
OGN	440.63	182.03	1535.66	736.36	1714.36	705.67	1858.95	757.78	297.13	1880.88	1652.36	1266.62	1822.87	1220.85	940.19
IRF2BP2	0	5.62	55.27	28.78	4.67	8.01	4.55	69.43	0	0	8.62	30.05	3.01	3.43	10.25
RBPMS	15.58	47.2	94.54	152.16	65.38	67.22	178.38	103.65	77.05	15.82	265.54	180.25	168.32	239.84	28.68
RIPK1	2.24	18.07	17.27	23.13	0	9.65	10.98	26.04	2.77	0	31.19	6.9	19.33	16.53	4.12
IL20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM173	16.1	4.07	88.82	37	108.1	23.16	59.25	60.25	4.98	8.17	37.42	24.84	39.14	54.53	7.41
PFKFB2	72.61	14.67	22.43	46.72	4.87	4.18	0	62.8	46.68	0	49.5	53.76	0	10.73	0
DUSP14	0	15.41	0	0	0	0	0	0	0	0	0	0	8.24	0	28.1
HDAC2	0	9.29	74.46	98.69	10.3	52.94	5.02	56.12	3.79	0	9.51	0	13.26	3.78	16.94
UBIAD1	0	0	0	5.3	0	0	0	7.67	0	9.36	0	0	0	0	0
GATSL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3F3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2M	130.03	90.28	125.52	214.75	95.48	175.31	172.79	297.34	130.61	181.52	125.91	200.57	158.03	200.15	179.53
OPLAH	32.13	128.53	39.53	38.33	0	35.54	14.15	59.6	30.55	7.53	44.03	49.56	9.34	30.43	0
SPTBN4	0	0.59	1.95	0.68	0.99	0	0	0	0.73	0	0	0	0	0	0
ZAK	59.14	8.53	27.96	33.97	0	0	13.82	21.08	0	17.15	32.72	39.09	77.58	57.22	0
IDI1	0	208.55	71.2	126.05	21.66	296.99	31.66	64.4	71.81	131.04	59.99	39.82	6.97	39.74	106.92
ARHGAP21	0.78	0	2.59	4.49	1.31	1.12	0	1.3	0	0	0	0	0	0	0
TMED5	0	112.13	86.47	60.03	87.7	65.75	53.41	86.9	48.45	13.26	30.36	20.15	14.11	48.26	48.1
CDH13	303.74	4.38	14.36	24.93	145.65	6.24	60.32	7.22	10.73	35.24	23.53	20.08	18.75	26.72	0
DCXR	734.12	3779.64	549.58	685.31	297.03	216.8	353.77	337.93	1304.64	252.88	172.64	242.65	162.86	669.95	205.13
MOXD1	0	2.46	0	0	12.28	17.53	0	12.17	9.04	0	0	3.76	7.9	21.02	0
RYR2	185.02	0.3	0.33	0	0	0	0	0	0	0.61	0	0.46	2.28	2.22	0
SLC27A1	50.16	4.82	63.24	82.33	4.01	0	7.81	19.86	0	0	11.1	7.37	7.74	14.71	0
RUVBL1	104.83	143.43	350.68	501.19	102.16	102.12	149.33	303.69	179.77	89.26	251.48	208.64	179	220.7	118.28
SH3TC2	0	2.37	1.29	0	0	0	0	0	0	0	0	0	0	0	2.16
NRM	11.56	5.84	108.43	73.07	106.74	16.63	18.91	19.23	14.29	82.17	17.91	53.51	56.21	28.48	85.14
CAMSAP2	1.01	0	6.69	0	0	0	0	0	0	0	0	0	0	1.24	0
JMJD1C	0.6	0	0	1.37	0	0	0.98	0	0	0	0	0	0	0.74	0
GHRH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100A4	188.26	160.87	47.93	49.91	972.19	62.48	473.69	192.67	232.74	499.87	583.34	513.75	688.33	659.81	266.59
RPL12	352.69	827.84	862.31	898.03	463.95	616.86	857.44	1553.55	589.21	329.03	753.17	882.17	514.87	680.81	1702.11
RSBN1	0	0	10.4	17.33	0	2.71	0	0	0	0	0	0	0	0	0
LEF1	0	0	8.48	0	0	0	0	0	4.75	0	0	0	0	0	0
FITM2	142.23	5.75	25.11	26.15	0	49.09	0	9.46	0	11.55	8.81	8.78	12.29	21.02	0
STRBP	0	4.66	22.9	63.59	3.87	0	3.77	26.85	0	0	7.15	7.11	0	5.68	0
CBWD1	0	0	0	4.43	0	5.54	0	6.41	4.76	0	0	0	0	0	0
SUCLG2	1011.56	833.46	165.18	297.9	183.87	488.41	125.43	589.11	1182.85	126.06	469.6	540.75	240.65	310.29	114.29
TPMT	0	127.82	46.55	62.33	10.12	78.01	19.72	30.07	178.84	0	112.06	27.89	13.02	29.69	11.1
FCN3	5.16	15.64	0	0	95.3	14.85	25.33	8.59	0	0	39.99	0	5.58	0	0
ZHX2	0	1.86	6.09	0	0	2.65	0	15.3	0	0	0	0	0	0	0
HBG2	0	0	11.62	0	70.71	0	17.23	17.52	13.02	0	0	32.49	11.38	64.85	6282.28
TGM3	0	0	0	0	11.16	0	0	0	0	1827.21	0	6.84	7.18	0	0
PHF2	0	0	13.96	16.16	0	0	2.3	4.68	0	0	0	2.17	0	1.73	0
MFAP3L	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61	0
MEX3C	2.45	0	2.7	5.63	0	0	0	4.07	0	0	0	0	0	0	0
ARID3A	0	0	0	6.21	0	0	4.42	0	0	0	0	0	0	0	4.97
SLC35F6	4.22	8.53	37.28	33.97	21.27	36.44	34.54	21.07	15.66	8.58	19.63	26.06	45.63	31.21	0
DOHH	0	10.43	0	11.86	8.66	0	0	8.58	0	20.96	8	0	5.58	0	0
CPS1	9.27	6737.77	2.27	10.65	29.38	7.4	569.27	5.14	14	4.18	0	0	0	2.54	134.6
DNTTIP2	2.01	8.12	22.18	16.17	0	5.78	3.29	13.38	0	0	0	0	0	0	0
RPSA	191.29	694.38	781.39	629.62	598.71	981.39	507.32	1023.15	364.31	934.27	512.62	645.92	418.87	413.81	513.93
PIR	5.29	37.39	17.51	85.08	26.63	22.82	34.6	26.39	0	10.74	24.58	8.16	119.99	45.59	58.42
ENPP1	0	63.76	66.08	50.22	2.72	34.92	10.59	24.23	24.02	6.57	2.51	0	7	21.93	184.76
PGLS	92.49	336.24	482.97	531.31	227.67	301.48	262.19	605.01	327.78	300.48	554.06	380.42	279.76	470.76	442.68
SPOCD1	2.61	0	0	7.5	0	0	0	0	0	0	0	0	0	0	0
PELO	3.92	7.91	21.61	36.01	6.57	28.17	12.81	13.03	4.84	0	12.14	0	0	9.65	7.21
HSPD1	1482.77	4084.84	708.96	1153.85	961.83	12914.26	982.78	1670.2	3377.33	1316.15	1331.81	1154.29	823.45	829.04	1946.08
UPF3B	2.94	0	12.98	30.41	0	0	9.62	9.78	0	0	0	0	0	0	0
SDHAF2	26	0	0	0	0	24.93	0	0	10.71	0	0	0	0	0	0
GSTCD	0	0	0	5.49	0	0	0	0	0	0	0	0	0	0	0
SFRP1	14.4	0	132.39	176.47	0	0	31.4	23.95	47.47	0	44.62	37.02	31.11	82.75	0
TIAL1	0	37.12	49.56	46.92	6.85	17.62	13.36	33.96	5.05	0	18.98	50.39	13.24	25.14	7.52
SLC12A7	4.28	8.64	31.47	44.24	0	4.1	0	4.74	0	0	2.21	2.2	0	3.51	0
CAMSAP1	0.95	0	0	8.77	0	1.37	1.56	0	0	0	0	0	0	0	0
ZBTB17	0	0	0	0	0	5.56	0	0	0	0	5.99	0	0	0	0
DSE	1.55	0	0	0	2.6	0	0	2.57	0	0	0	0	0	0	0
SLC41A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U2AF2	9.52	86.56	231.16	226.15	53.28	105.01	51.92	126.72	39.25	45.12	63.94	78.35	72.02	82.1	146.11
ATP6V1E1	84.45	137.77	222.18	328.42	239.88	467.13	95.63	324.13	843.3	39.57	332.15	230.47	105.27	192	287.03
PBXIP1	16.85	17.02	88.3	99.22	7.07	93.9	27.56	63.05	5.21	12.83	78.32	42.23	52.33	41.5	23.26
DPH5	0	0	5.92	18.5	0	7.72	0	0	0	0	0	0	0	6.61	0
PLCH2	1.1	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0
PPP3R1	35.2	44.44	58.25	30.33	162.48	50.62	14.39	14.64	43.52	71.48	81.81	40.72	85.56	86.7	48.6
PNLIP	0	0	0	0	0	0	32.58	1927.09	0	0	0	0	0	0	0
MRPL51	0	0	0	0	0	0	0	0	0	0	17.43	0	0	0	0
ANP32E	16.6	50.3	85.47	89.02	74.31	111.42	18.1	36.81	54.73	78.66	51.44	42.68	29.89	54.52	40.75
RNF213	1.15	10.44	7.6	1.65	0	9.91	4.7	8.12	1.07	0	3.56	3.1	3.72	4.95	2.11
SLC25A21	10.2	0	16.88	46.88	0	0	0	8.48	0	0	0	0	0	0	0
PRELP	631.95	512.9	2155.71	1229.41	2758.97	1209.88	2048.1	1869.85	1212.63	2338.06	1838.04	2009.32	2433.38	2487.39	142.74
PCID2	11.07	0	73.28	80.55	12.39	15.92	0	6.14	4.56	0	11.43	0	0	4.54	20.38
TJAP1	0	0	0	0	0	15.8	0	4.57	0	0	4.26	0	8.9	3.38	5.06
DIABLO	137.73	82.19	214.11	345.25	157.61	369.13	133.11	187.41	255.41	152.54	116.39	173.82	155.55	208.15	242.02
MYPN	56.13	1.18	0	0	0	0	0	0	0	2.37	0	0	1.26	0	0
ANKRD30B	1.07	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96
E2F4	0	0	4.26	0	0	0	0	12.85	0	0	5.99	0	0	0	0
LRRC1	2.87	2.9	6.33	9.88	9.62	0	0	0	10.63	29.11	26.65	22.11	9.29	21.18	47.5
FYN	0	0	0	3.21	37.53	8.04	4.57	18.6	10.37	0	4.33	0	21.14	3.44	10.29
DIAPH2	1.35	19.12	65.66	76.15	6.81	7.78	4.42	6.75	0	0	14.67	22.95	27.76	36.65	4.98
AVL9	0	7.15	0	13.56	0	3.4	0	3.93	0	0	7.32	7.28	0	0	0
LUC7L2	7.3	77.44	124.89	159.43	67.42	26.26	59.72	139.68	22.57	22.24	39.6	78.85	27.61	71.95	73.94
MP68	713.88	360.46	56.25	29.29	85.58	110	83.4	84.8	126.08	0	79	78.65	55.08	94.19	0
CHCHD1	12.6	0	27.81	0	0	36.25	0	41.93	15.58	0	19.53	0	0	15.52	0
PMM2	18.15	177.13	113.44	138.98	60.91	78.28	19.78	231.36	82.25	0	140.56	111.95	65.34	81.93	133.61
PCNXL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNG10	0	0	52.02	54.17	0	0	0	39.21	0	0	109.57	109.09	50.93	58.06	43.4
CCDC64B	2.99	9.05	0	0	0	0	0	39.76	0	12.14	0	0	0	0	0
NEFL	0	0	27.41	34.89	4.63	154.86	22.58	18.37	0	0	29.94	4.26	17.9	193.8	0
NUCB2	6.77	116.18	115.72	139.96	68.15	58.39	38.74	241.98	20.92	68.71	62.91	41.75	47.52	87.5	180.65
TPPP2	0	0	70.89	63.28	0	0	0	0	0	0	0	0	0	0	16.9
SNRNP40	0	26.18	128.7	148.93	36.26	43.5	0	43.11	5.34	17.55	26.78	59.98	18.67	42.57	23.86
TRNP1	0	0	0	0	0	0	0	0	0	0	0	11.16	0	0	0
KY	2.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENO2	75.46	25.4	43.61	90.83	90.46	521.92	58.77	0	71.08	211.59	272.79	232.79	341.6	256.64	33.07
GNAO1	12.72	21.41	159.07	219.26	0	91.48	90.17	105.79	10.49	17.22	302.24	281.28	270.3	177.56	0
COPZ1	92.5	220.8	176.27	212.56	183.48	205.59	41.26	251.74	207.92	221.98	182.4	142.68	54.51	113.91	325.09
VTI1A	13.47	0	44.58	30.95	11.3	9.69	11.02	33.6	8.33	0	20.87	10.39	14.55	33.18	12.4
DHX36	0	4.48	37.56	47.61	0	8.51	4.84	7.38	0	3.01	4.59	6.85	4.8	5.47	2.72
SPATA20	36.71	1.95	53.3	66.6	0	72.25	3.16	22.5	4.78	0	14.97	8.94	4.17	19.04	0
ZSCAN5C	3.05	0	0	0	0	0	0	5.07	0	0	0	0	0	0	0
IGKV4-1	88.86	25.64	112.04	102.09	276.98	273.84	249.14	63.34	188.32	386.64	196.68	156.64	342.84	203.22	93.48
OTOF	0	0	0	0	0	0	1.23	0	0	0	0	0	0	0.92	0
AHR	0	0	5.85	0	0	0	2.89	0	0	0	0	0	0	0	0
FBP2	4.62	219.41	0	5.31	54.31	6.65	75.6	84.57	154.3	112.64	14.32	7.13	49.94	22.77	0
ARHGEF18	0	0	1.43	10.45	0	0	0	19.44	0	0	0	0	0	0	0
EDF1	20.75	167.66	194.61	250.36	34.83	74.61	50.91	69.03	12.83	21.07	176.84	96.03	67.26	153.33	152.82
NECAP2	0	48.42	39.67	61.98	50.3	60.34	49.01	19.94	29.64	0	65	36.98	32.37	29.52	33.1
USP29	1.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEPT1	0	22.11	12.08	37.73	12.25	5.25	0	6.07	4.51	0	5.65	0	0	4.49	6.72
NFAT5	1.02	0	0	1.18	0	0	0	0	0	0	0	0	0	0	0
EBF1	2.63	0	8.72	9.08	0	0	4.31	4.38	0	0	0	0	2.85	0	0
MORF4L2	0	0	75.4	18.12	0	30.24	8.6	34.97	0	10.67	8.15	0	0	0	9.68
MYOM2	1826.28	4.16	0	0	0	0	0	0	0	451.77	0	0	0	1.27	0
PDE1A	11.09	0	6.12	0	0	0	9.07	0	0	0	0	0	0	3.41	0
MACROD1	267.9	57.97	95	93.44	24.09	48.16	23.47	79.56	295.71	77.71	118.59	36.89	67.18	76.58	17.61
ABHD14B	45.61	1066.96	385.74	550.18	318.93	0	397.81	568.85	1193.4	416.71	459.27	375.17	312.03	449.28	237.87
FAM208B	0.63	0	0.7	0.73	0	0	0	0	0.78	0	0	0	0	0	0
PROB1	19.06	0	0	0	0	0	0	0	0	3.23	0	0	0	0	0
