	Heart	Liver	Ovary	Testis	lung	Adrenal	Gallbladder	Pancreas	Kidney	esophagus	colon	Rectum	urinary_bladder	prostate	placenta
U2AF1L4	0	0	36.36	149.79	0	47.99	50.65	115.86	48.58	0	0	0	0	0	0
DCAF11	13.16	164.35	60.72	31.26	0	0	0	72.55	0	0	20.48	0	13.4	32.47	0
LRRC10	25.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHTOP	30.75	349.05	673.82	1022.58	583.15	187.23	49.4	790.93	189.49	0	382.68	322.76	156.51	379.29	150.41
SHOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUTM1	40.48	0	0	8.01	11.63	0	0	12.4	10.39	0	10.5	30.35	6.87	8.32	16.5
XRCC6	825.16	1833.73	4651.05	3381.7	1943.52	2635.88	1344.21	4142.32	1736.76	1405.01	2440.67	2474.56	1467.02	2264.98	4405.61
AADAC	0	2760.1	0	0	0	1756.05	0	32.61	0	0	0	0	0	0	0
ATP5O	12658.56	4908.38	3901.12	3437.51	2344.64	3768.72	2016.67	3587.78	3975.53	1279.78	3634.52	3032.73	2768.89	3484.08	5031.78
ATP6V1H	58.1	164.88	452.3	517.53	200.33	1658.23	163.33	0	1678.31	219.5	338.93	283.14	221.79	358.33	355.24
LDB1	0	0	60.35	41.43	0	0	0	0	0	37.66	0	0	0	0	0
TTLL9	15.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VEZF1	0	0	82.22	0	0	0	0	26.19	0	0	0	0	14.51	0	0
GDPD3	22.18	0	0	0	0	0	0	0	341.71	430.95	69.01	66.52	22.58	0	0
GPSM3	0	0	0	0	78.33	0	0	0	0	0	0	0	0	0	0
C2orf62	36.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITSN1	0	117.87	158.08	162.79	7.16	132.77	26.69	99.21	6.4	8.97	25.85	49.83	4.23	97.34	50.79
C9orf114	0	0	44.57	0	0	29.41	0	71	0	0	0	57.95	59.01	23.83	47.26
MDN1	1.28	8.74	75.45	127.97	8.85	5.86	0	16.5	0	0	0	0	0	0	0
ABHD10	1124.3	0	1103.52	1136.4	577.36	1165.17	153.71	439.48	2063.75	103.28	558.17	430.42	389.62	442.59	702.03
CYB5B	2037.74	2030.99	2006.19	2538.17	2827.57	11801.79	479.04	1187.05	2220.49	1823.99	1700.91	1341.42	708.32	1287.39	3524.97
TOMM34	0	53.32	2248.34	4295.88	0	357.52	75.46	258.91	0	0	36.54	35.22	119.55	318.69	459.54
FLJ00418	194.49	44.15	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM76B	0	0	0	0	0	0	0	77.05	0	0	0	0	0	0	0
CAPG	0	263.26	729.48	1226.98	1999.18	1219.54	1388.65	2672.79	1916.43	2184.77	1213.53	1770.4	987.29	1716.42	928.15
MICAL3	0	12.32	16.69	38.68	0	0	5.81	6.65	0	0	5.63	16.28	3.68	26.78	0
HIGD2A	281.63	239.76	81.2	0	0	535.85	0	0	325.4	151.99	328.57	316.71	0	0	0
RAI14	7.38	0	195.67	359.19	356.08	303.16	94.8	338.81	22.73	0	240.97	132.73	315.38	382.14	324.72
CDK2AP1	0	0	227.13	0	0	0	0	0	0	0	0	0	66.83	80.97	160.55
MINPP1	0	33.47	68.02	17.51	0	44.89	0	27.09	0	0	0	0	0	36.37	108.18
CEP19	0	0	0	0	0	0	0	0	65.25	0	0	0	0	0	0
FER1L6	0	0	0	0	0	0	0	0	0	0	6.03	0	0	0	0
CARD10	0	0	0	0	0	0	0	0	0	0	0	0	0	8.64	0
CDK19	0	0	16.48	84.86	0	21.75	0	0	0	0	0	0	0	0	0
TMEM119	0	0	0	99.03	910.47	0	0	459.6	0	0	43.24	83.36	226.36	137.14	0
PTPN18	0	0	0	0	0	0	0	29.54	0	0	0	0	0	19.83	39.32
CD81	1037.88	1213.81	3772.3	2764.09	2114.62	1196.83	1818.82	2195.72	969.06	1357.91	3375.8	2027.83	3201.6	2754.34	769.18
ZBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CISD1	6920.12	2416.96	2455.67	2133.69	2408.99	1721.82	1282.67	2444.95	2665.26	718.22	3001.74	3092.93	2709.41	1559.41	976.39
SUGP1	56	0	38.75	172.93	0	17.05	0	102.89	0	0	17.42	50.38	0	41.45	0
TRIM22	0	0	98.63	84.64	24.57	0	45.8	52.38	0	0	0	21.37	14.51	87.91	0
NAPB	0	0	0	86.18	0	441.84	0	177.76	0	0	413.91	181.35	49.25	387.87	0
hCG_1980662	210.1	0	0	0	45.28	0	84.38	0	0	170.08	0	39.38	0	64.79	0
CCDC27	0	0	0	0	0	0	0	0	16.6	0	0	0	0	0	0
GNAI2	1505	1731.12	4026.84	3026.68	6123.27	2260.29	4287.28	1769.61	2287.67	1386.23	2466.02	1745.15	2675.97	2128.63	3827.92
POLR2M	0	0	0	0	0	0	172.35	394.24	0	0	0	0	0	66.17	0
FYTTD1	113.31	257.24	392.04	619.04	0	137.98	109.21	374.72	0	0	35.25	33.98	23.07	167.72	0
PAM	22.48	0	0	0	0	91.24	0	275.32	0	0	0	0	0	9.24	0
RPS3	2433.21	7802.54	6805.03	6827.13	6187.36	5925.93	4885.88	8549.49	4638.84	5646.71	4400.13	5153.42	3529.62	4389.35	10413.79
DPYD	0	471.44	563.03	320.19	37.69	110.91	187.28	240.96	0	15.73	215.36	131.11	170.6	224.69	0
SUN2	181.93	401.55	1480.38	1176.37	1097.75	261.54	259.78	984.16	280.28	152.73	723.24	575.89	421.84	847.74	222.47
HNRNPF	88.86	564.87	983.86	1815.27	551.52	1190.32	856.51	2220.36	794.03	575.51	857.06	1385.76	470.39	986.49	1651.7
SRI	411.93	765.13	1900.28	2223.74	2001.35	1653.03	782.03	2339.19	2307.66	727.57	1980.61	2302.17	1486.7	1662.85	1282.17
APBB1	10.51	0	36.36	12.48	0	16	0	0	16.19	0	16.35	0	21.39	12.96	0
ZNF324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLTM	0	23.6	191.79	337.4	0	158.2	0	63.65	0	0	21.56	51.95	7.05	34.19	67.78
NCOA3	0	0	0	0	0	0	8.4	0	0	0	0	0	0	0	12.78
ZZEF1	0	13.92	14.14	23.29	0	18.66	11.82	13.51	7.55	0	19.07	18.38	2.5	21.17	0
RPN1	1136.44	4918.1	2962.62	2615.03	3142.91	5207.54	2529.2	3914.8	2370.86	1814.45	2080.89	2023.53	1241.22	1649.99	7440.5
THBS4	199.35	0	35.37	54.64	0	23.34	73.9	42.26	0	49.66	345.88	80.48	7.8	56.74	0
KANK4	0	0	0	17.96	0	0	0	152.82	0	0	0	0	0	0	0
SFXN3	45.12	128.05	1066.79	1554.07	1516.89	892.87	1377.19	621.74	1042.71	925.38	947.58	1014.86	734.92	1029.63	2427.73
NDRG1	265.3	301.14	1879.51	1958	751.4	1009.56	426.18	905.19	2277.12	1677.25	1179.13	1278.64	559.42	1869.91	92.69
COQ10B	239.88	136.14	0	0	0	0	0	0	0	0	46.64	89.92	0	0	220
CLIP2	14.01	0	56.57	8.32	0	64	0	180.24	0	15.13	87.21	84.06	14.27	51.86	17.14
MZB1	0	0	0	0	1014.35	59.71	378.06	504.45	0	423.39	1220.35	1999.71	0	483.82	0
TERF1	0	0	37.26	115.12	0	0	0	29.68	0	0	0	0	0	19.93	0
BAZ2B	0	0	3.89	40.09	11.64	10.28	0	0	0	7.29	0	5.06	0	0	0
RPS15	190.54	2108.82	3570.98	2885.31	1313.98	1087.64	1300.88	2800.56	1027.42	102.84	1926.65	3428.51	1357.77	1116.39	2446.51
LSM11	0	23.33	0	0	0	0	0	0	0	0	0	0	0	0	100.51
CCDC88B	0	0	0	0	8.49	7.5	7.91	0	0	0	15.32	7.39	15.04	18.23	24.09
PRDM1	0	10.04	0	0	15.25	0	14.21	0	0	0	0	0	0	0	0
GCNT7	16.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBP4	493.87	2442.63	935.74	1173.1	2311.03	1449.81	4760.16	4601.58	7282.47	1142.32	1371.9	740.53	1185.05	2349.67	603.92
DEFA1	954.87	2348.41	367.08	283.51	7270.64	363.36	2428.68	1754.3	245.18	515.34	1237.82	3698.73	405.01	2748.18	1946.05
RAN	1395.9	2942.66	3948.05	3828.82	2291.92	3591.88	4324.59	3358.37	3072.15	2080.71	2429.95	2691.09	1590.15	1762.79	5527.22
IMUP	74.49	0	0	0	385.26	0	0	0	0	321.62	115.88	0	227.49	91.88	0
CCDC140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPWD1	0	0	267.2	275.16	0	16.79	88.61	162.15	0	0	51.49	33.09	11.23	40.82	0
TTF1	0	0	0	9.35	0	0	0	0	0	0	0	0	0	0	0
INPP5K	0	18.03	128.26	75.48	27.39	48.37	0	29.19	24.48	34.3	0	23.82	48.52	39.19	38.86
EEF1G	923.16	4007.72	2988.56	2096.6	2289.55	0	1925.26	3183.8	2894.32	3845.95	1788.77	1797.06	1203.54	1158.66	4396.61
MUT	595.6	2792.97	529.25	660.98	185.16	787.7	517.6	932.8	1113.12	63.23	334.15	263.53	218.67	385.39	47.76
PTER	124.82	306.99	71.98	74.12	0	285	66.84	267.55	2019.14	0	161.81	187.16	232.95	205.28	356.15
NUMA1	30.66	320.97	1284.82	1323.09	1421.36	1089.01	563.7	1370.75	293.92	176.51	498.17	1088.08	273.98	811.03	574.9
SPC24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE8A	0	0	0	10.33	0	39.73	0	0	13.4	0	0	0	0	10.73	0
DESI2	0	0	43.66	44.96	0	0	0	0	0	0	0	0	0	0	0
MIPEP	211.38	102.83	34.83	71.73	0	183.86	32.34	129.45	139.57	0	93.95	45.28	20.49	12.42	0
PPP1R9B	18.2	20.66	314.88	453.96	31.38	83.12	102.34	83.6	0	0	84.94	54.58	46.32	67.35	44.51
PDE4DIP	0	13.9	3.53	10.91	0	4.66	0	11.25	0	0	4.76	0	3.12	0	0
CST3	359.64	58.32	711.04	1098.34	620.02	782.05	1733.2	2548.58	237.46	0	559.46	1386.68	366.11	950.59	125.65
MTFP1	405.63	306.96	0	0	77.7	205.81	0	0	624.91	0	70.11	0	0	0	330.68
NUP210	0	139.26	264.72	314.9	6.82	24.1	19.07	225.39	12.19	0	24.62	59.34	8.06	39.05	67.75
FAM213B	0	43.41	44.11	90.85	65.94	58.22	61.44	0	117.85	82.57	178.49	172.05	38.93	94.35	0
ZNF528	11.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM131	0	0	0	4.7	0	0	0	7.27	0	0	0	0	0	0	9.68
TF	6330.35	7711.73	11321.62	8068.64	15180.78	8769.97	16497.27	4063.8	16324.38	16781.02	14173.06	10186.88	15654.52	9497.21	8294.71
MAP2K4	36.66	124.83	422.75	457.12	31.6	111.59	58.88	134.69	28.24	0	142.56	54.96	149.26	180.86	89.65
TTLL12	76.37	532.5	1358.85	1528.9	188.08	846.91	315.45	641.38	201.69	1154.02	593.98	392.6	388.7	605.54	240.13
NDUFA3	4373.95	297.9	1008.89	103.89	603.25	399.47	702.63	964.31	539.07	188.85	816.49	918.18	623.35	1510.63	213.94
NDUFB2	403.91	76.41	155.27	0	0	0	648.84	0	0	0	209.44	201.88	137.05	166.07	164.63
STK11IP	6.69	0	30.84	55.59	0	40.71	0	24.57	10.3	0	0	10.03	0	0	32.7
SMC2	5.98	0	103.51	227.41	0	0	0	0	0	0	0	0	0	0	14.63
CARD6	6.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf115	78.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF11	0	5.49	66.99	149.46	0	51.57	7.78	44.46	0	0	37.65	14.52	4.93	11.94	0
LURAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLII	72.9	229.15	252.22	246.42	212.69	196.32	171.16	185.45	77.75	145.27	252.97	227.03	279.71	297.42	178.29
MED25	0	0	0	24.66	0	0	0	19.08	0	0	0	0	0	12.81	0
GRIA1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTT2	88.53	267.98	136.14	140.19	101.75	718.71	0	433.74	272.78	191.12	0	0	0	473.2	0
OBFC1	0	0	22.23	22.89	0	0	0	0	0	41.6	0	0	19.62	0	47.13
CCDC134	0	0	35.25	181.48	0	372.14	0	56.15	0	0	0	0	31.11	37.7	224.22
TMEM2	0	29.84	0	24.98	90.65	0	16.89	38.64	0	0	16.36	0	10.71	0	154.31
SORBS3	10.77	134.53	720.68	806.12	761.54	393.59	623.06	593.82	215.78	93.03	251.4	484.64	647.08	810.64	26.35
EPN1	53.85	275.07	357.11	383.74	208.89	81.97	173.01	296.81	41.48	58.13	62.83	60.56	68.52	116.24	98.78
BID	36.9	879.71	85.12	131.49	381.74	224.7	118.57	271.21	0	0	287.04	221.34	112.7	136.56	270.77
PPID	0	180.82	643.02	1016.91	0	606.2	63.98	109.75	30.68	0	123.9	29.86	101.35	24.56	97.4
INPP5A	16.97	19.27	78.31	161.28	0	51.68	0	31.19	0	0	132.03	50.9	51.84	62.81	0
DDX56	0	29.92	30.4	15.65	0	0	0	48.43	0	0	0	19.76	0	0	0
TOMM5	269	610.7	0	0	0	409.46	0	0	207.21	0	0	0	0	0	0
BLOC1S1	0	53.37	0	167.53	0	143.15	75.53	431.94	72.44	0	73.14	211.51	47.87	58	115
CALCOCO2	0	17.63	35.83	295.18	53.56	0	74.86	114.16	0	33.53	24.16	69.88	31.63	76.64	0
TBX3	0	0	0	0	0	62.25	0	0	0	0	0	0	10.41	12.61	25.01
CACYBP	216.79	492.16	1678.71	2648.24	480.52	1084.23	1094.5	1308.66	524.83	133.71	1108.05	1021.62	788.15	1069.6	605.93
NR2F1	0	0	223.1	229.75	0	0	0	32.31	0	0	0	0	0	0	0
SUDS3	0	0	122.74	101.12	0	32.4	0	78.21	0	0	33.11	0	0	52.51	0
GSPT2	0	0	40.77	27.99	0	0	0	21.65	0	0	18.33	0	0	0	0
FKBP1A	407.52	385.49	1174.98	1613.31	1522.22	1550.78	1200.18	2370.91	104.64	146.63	2852.72	3564.49	2765.63	3518.64	332.22
LRRC47	652.21	653.23	1356.88	1518.81	330.71	681.3	246.52	1527.18	394.03	358.9	696.27	613.61	442.62	741.38	750.62
ABI3	20.79	23.6	0	0	35.85	0	0	76.41	0	0	0	93.54	21.17	25.65	0
CDK16	0	0	16.8	103.82	0	0	0	0	0	0	0	0	0	0	0
RIOK1	0	0	99.92	205.79	0	0	19.88	45.48	0	0	19.25	0	12.6	45.8	0
HMCN2	1.5	0	0	0	0	0	2.4	0	0	0	37.23	13.46	0	33.21	0
KRT18	0	18482.26	214.27	180.54	11443.7	1054.1	4178.44	21877.03	10980.88	1713.74	4965.87	5495.75	1839.74	6895.92	56054.59
FN1	228.72	1477.03	1582.67	1563.74	4252.13	2258.23	5213.29	1584.28	904.71	1534.64	5784	4866.16	6707.95	3941.98	17461.15
PDXP	256.08	784.83	738.33	729.91	88.3	311.83	82.27	141.14	197.26	0	318.68	115.19	104.27	252.69	125.26
POLA1	4.89	5.55	11.28	5.81	16.87	7.45	23.58	0	0	0	0	0	0	0	0
SATB2	19.66	0	0	0	0	0	0	0	0	0	45.89	88.46	0	0	0
PPFIBP1	56.95	56.56	443.34	202.91	110.46	151.7	11.44	65.39	43.87	0	55.37	21.35	50.73	87.81	34.82
MRPS23	633.83	211.61	301	354.25	64.28	227.01	59.89	479.5	172.32	0	290	55.91	75.91	137.97	911.84
OGN	2105.75	977.83	7671.98	3637.65	8415.66	3569.5	8725.76	4000.6	1769.5	9556.61	7928.61	5884.31	8208.94	5844.05	5969.19
IRF2BP2	0	30.2	276.13	142.18	22.93	40.49	21.37	366.56	0	0	41.38	139.61	13.54	16.41	65.06
RBPMS	74.46	253.57	472.32	751.7	320.93	340.03	837.32	547.22	458.86	80.37	1274.16	837.39	758.01	1148.08	182.11
RIPK1	10.69	97.08	86.3	114.27	0	48.82	51.52	137.48	16.47	0	149.67	32.06	87.06	79.12	26.14
IL20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM173	76.95	21.84	443.75	182.79	530.66	117.13	278.14	318.1	29.64	41.53	179.56	115.39	176.25	261.03	47.05
PFKFB2	347.02	78.78	112.06	230.8	23.93	21.13	0	331.53	278	0	237.52	249.76	0	51.36	0
DUSP14	0	82.8	0	0	0	0	0	0	0	0	0	0	37.13	0	178.4
HDAC2	0	49.93	372	487.55	50.55	267.8	23.55	296.3	22.59	0	45.61	0	59.7	18.08	107.57
UBIAD1	0	0	0	26.17	0	0	0	40.49	0	47.58	0	0	0	0	0
GATSL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3F3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2M	621.41	484.94	627.08	1060.9	468.7	886.76	811.07	1569.79	777.83	922.27	604.16	931.77	711.65	958.11	1139.81
OPLAH	153.54	690.42	197.5	189.36	0	179.77	66.4	314.63	181.95	38.24	211.28	230.22	42.08	145.68	0
SPTBN4	0	3.19	9.72	3.34	4.84	0	0	0	4.33	0	0	0	0	0	0
ZAK	282.62	45.83	139.69	167.83	0	0	64.86	111.27	0	87.16	157.02	181.62	349.35	273.9	0
IDI1	0	1120.27	355.69	622.69	106.34	1502.25	148.63	339.97	427.63	665.8	287.86	184.98	31.4	190.21	678.84
ARHGAP21	3.73	0	12.92	22.18	6.44	5.69	0	6.86	0	0	0	0	0	0	0
TMED5	0	602.33	431.98	296.57	430.5	332.59	250.71	458.77	288.53	67.38	145.67	93.61	63.55	231.01	305.35
CDH13	1451.59	23.54	71.75	123.14	715.01	31.56	283.15	38.1	63.89	179.07	112.9	93.28	84.44	127.89	0
DCXR	3508.37	20303.09	2745.62	3385.45	1458.09	1096.66	1660.56	1784.06	7769.6	1284.84	828.38	1127.27	733.41	3206.94	1302.35
MOXD1	0	13.23	0	0	60.27	88.69	0	64.23	53.86	0	0	17.47	35.59	100.62	0
RYR2	884.23	1.63	1.66	0	0	0	0	0	0	3.1	0	2.16	10.25	10.64	0
SLC27A1	239.72	25.92	315.96	406.72	19.68	0	36.68	104.86	0	0	53.27	34.23	34.86	70.4	0
RUVBL1	500.98	770.45	1751.97	2475.92	501.49	516.58	700.93	1603.29	1070.56	453.54	1206.69	969.28	806.1	1056.48	750.94
SH3TC2	0	12.73	6.47	0	0	0	0	0	0	0	0	0	0	0	13.71
NRM	55.26	31.36	541.7	360.95	523.96	84.11	88.77	101.52	85.13	417.52	85.96	248.57	253.13	136.32	540.57
CAMSAP2	4.83	0	33.42	0	0	0	0	0	0	0	0	0	0	5.96	0
JMJD1C	2.85	0	0	6.78	0	0	4.58	0	0	0	0	0	0	3.52	0
GHRH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100A4	899.68	864.12	239.44	246.58	4772.42	316.03	2223.45	1017.17	1386.03	2539.81	2799.05	2386.71	3099.78	3158.43	1692.53
RPL12	1685.48	4446.92	4307.99	4436.32	2277.48	3120.27	4024.74	8201.77	3508.95	1671.78	3613.98	4098.28	2318.6	3258.93	10806.51
RSBN1	0	0	51.97	85.62	0	13.72	0	0	0	0	0	0	0	0	0
LEF1	0	0	42.36	0	0	0	0	0	28.29	0	0	0	0	0	0
FITM2	679.72	30.86	125.43	129.16	0	248.31	0	49.95	0	58.69	42.29	40.77	55.35	100.61	0
STRBP	0	25.02	114.39	314.13	19	0	17.7	141.73	0	0	34.29	33.05	0	27.19	0
CBWD1	0	0	0	21.88	0	28.04	0	33.84	28.38	0	0	0	0	0	0
SUCLG2	4834.25	4477.1	825.22	1471.62	902.62	2470.53	588.74	3110.15	7044.27	640.48	2253.31	2512.17	1083.71	1485.33	725.59
TPMT	0	686.63	232.54	307.89	49.66	394.61	92.54	158.76	1065.03	0	537.7	129.57	58.64	142.12	70.45
FCN3	24.67	84.01	0	0	467.84	75.1	118.89	45.32	0	0	191.88	0	25.11	0	0
ZHX2	0	9.98	30.43	0	0	13.39	0	80.78	0	0	0	0	0	0	0
HBG2	0	0	58.05	0	347.11	0	80.86	92.48	77.55	0	0	150.95	51.24	310.44	39885.53
TGM3	0	0	0	0	54.78	0	0	0	0	9283.88	0	31.77	32.35	0	0
PHF2	0	0	69.76	79.82	0	0	10.8	24.7	0	0	0	10.08	0	8.29	0
MFAP3L	0	0	0	0	0	0	0	0	0	0	0	0	0	22.06	0
MEX3C	11.7	0	13.5	27.8	0	0	0	21.5	0	0	0	0	0	0	0
ARID3A	0	0	0	30.66	0	0	20.73	0	0	0	0	0	0	0	31.57
SLC35F6	20.18	45.82	186.23	167.81	104.4	184.35	162.13	111.25	93.29	43.57	94.2	121.06	205.48	149.38	0
DOHH	0	56	0	58.6	42.53	0	0	45.32	0	106.51	38.38	0	25.11	0	0
CPS1	44.29	36193.32	11.35	52.6	144.23	37.45	2672.1	27.12	83.4	21.25	0	0	0	12.14	854.54
DNTTIP2	9.61	43.63	110.83	79.89	0	29.25	15.44	70.62	0	0	0	0	0	0	0
RPSA	914.15	3729.99	3903.7	3110.35	2939	4964.19	2381.34	5401.62	2169.59	4746.96	2459.75	3000.75	1886.3	1980.87	3262.89
PIR	25.28	200.84	87.45	420.28	130.73	115.43	162.42	139.32	0	54.57	117.96	37.9	540.35	218.25	370.91
ENPP1	0	342.48	330.12	248.07	13.34	176.64	49.71	127.92	143.02	33.4	12.03	0	31.5	104.97	1173.04
PGLS	442	1806.19	2412.84	2624.7	1117.6	1524.99	1230.72	3194.06	1952.02	1526.69	2658.6	1767.34	1259.83	2253.45	2810.52
SPOCD1	12.49	0	0	37.07	0	0	0	0	0	0	0	0	0	0	0
PELO	18.72	42.5	107.95	177.87	32.27	142.48	60.15	68.79	28.84	0	58.24	0	0	46.18	45.78
HSPD1	7086.16	21942.54	3541.89	5700.04	4721.56	65324.31	4613.09	8817.61	20113.17	6687.26	6390.52	5362.46	3708.24	3968.48	12355.47
UPF3B	14.05	0	64.83	150.21	0	0	45.15	51.64	0	0	0	0	0	0	0
SDHAF2	124.25	0	0	0	0	126.08	0	0	63.81	0	0	0	0	0	0
GSTCD	0	0	0	27.13	0	0	0	0	0	0	0	0	0	0	0
SFRP1	68.82	0	661.38	871.79	0	0	147.4	126.43	282.71	0	214.1	171.98	140.11	396.12	0
TIAL1	0	199.38	247.59	231.79	33.65	89.12	62.7	179.28	30.07	0	91.08	234.11	59.6	120.37	47.73
SLC12A7	20.45	46.42	157.2	218.54	0	20.75	0	25.04	0	0	10.6	10.22	0	16.81	0
CAMSAP1	4.56	0	0	43.33	0	6.94	7.33	0	0	0	0	0	0	0	0
ZBTB17	0	0	0	0	0	28.1	0	0	0	0	28.72	0	0	0	0
DSE	7.39	0	0	0	12.75	0	0	13.59	0	0	0	0	0	0	0
SLC41A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U2AF2	45.52	464.99	1154.85	1117.18	261.56	531.16	243.72	668.98	233.74	229.27	306.82	363.99	324.34	393	927.63
ATP6V1E1	403.61	740.07	1109.99	1622.39	1177.53	2362.89	448.86	1711.19	5022.16	201.07	1593.76	1070.71	474.07	919.08	1822.3
PBXIP1	80.52	91.4	441.12	490.13	34.71	474.96	129.35	332.87	31.01	65.19	375.79	196.2	235.67	198.65	147.7
DPH5	0	0	29.58	91.37	0	39.04	0	0	0	0	0	0	0	31.63	0
PLCH2	5.25	0	0	0	0	0	0	0	0	0	8.16	0	0	0	0
PPP3R1	168.23	238.7	291.03	149.85	797.58	256.07	67.56	77.27	259.17	363.18	392.55	189.19	385.32	415.01	308.58
PNLIP	0	0	0	0	0	0	152.93	10173.85	0	0	0	0	0	0	0
MRPL51	0	0	0	0	0	0	0	0	0	0	83.65	0	0	0	0
ANP32E	79.34	270.18	427.02	439.74	364.76	563.59	84.97	194.36	325.95	399.66	246.85	198.28	134.61	260.97	258.72
RNF213	5.49	56.09	37.99	8.15	0	50.14	22.05	42.87	6.34	0	17.08	14.41	16.77	23.7	13.43
SLC25A21	48.75	0	84.33	231.58	0	0	0	44.78	0	0	0	0	0	0	0
PRELP	3020.08	2755.13	10769.65	6073.35	13543.53	6119.97	9613.65	9871.65	7221.67	11879.46	8819.56	9334.68	10958.26	11906.79	906.26
PCID2	52.9	0	366.08	397.93	60.8	80.53	0	32.4	27.17	0	54.86	0	0	21.75	129.38
TJAP1	0	0	0	0	0	79.94	0	24.12	0	0	20.43	0	40.1	16.2	32.11
DIABLO	658.21	441.49	1069.65	1705.56	773.69	1867.16	624.79	989.4	1521.03	775.05	558.49	807.5	700.49	996.39	1536.56
MYPN	268.23	6.34	0	0	0	0	0	0	0	12.06	0	0	5.69	0	0
ANKRD30B	5.14	0	0	0	0	0	0	0	0	0	0	0	0	0	25.12
E2F4	0	0	21.3	0	0	0	0	67.85	0	0	28.72	0	0	0	0
LRRC1	13.7	15.55	31.6	48.82	47.24	0	0	0	63.33	147.9	127.89	102.72	41.84	101.4	301.59
FYN	0	0	0	15.87	184.25	40.67	21.46	98.17	61.74	0	20.78	0	95.19	16.48	65.34
DIAPH2	6.46	102.73	328.03	376.19	33.43	39.36	20.77	35.63	0	0	70.39	106.62	125.03	175.42	31.62
AVL9	0	38.42	0	67	0	17.17	0	20.73	0	0	35.1	33.83	0	0	0
LUC7L2	34.9	415.99	623.91	787.58	330.94	132.82	280.33	737.41	134.42	113.02	190.03	366.33	124.35	344.4	469.47
MP68	3411.6	1936.28	281.04	144.71	420.11	556.39	391.46	447.7	750.84	0	379.07	365.39	248.06	450.87	0
CHCHD1	60.24	0	138.95	0	0	183.38	0	221.34	92.8	0	93.71	0	0	74.3	0
PMM2	86.72	951.51	566.72	686.58	298.99	395.98	92.87	1221.42	489.84	0	674.47	520.1	294.25	392.19	848.3
PCNXL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNG10	0	0	259.86	267.6	0	0	0	206.98	0	0	525.76	506.78	229.37	277.92	275.53
CCDC64B	14.28	48.64	0	0	0	0	0	209.92	0	61.66	0	0	0	0	0
NEFL	0	0	136.96	172.38	22.75	783.31	105.98	96.97	0	0	143.68	19.79	80.59	927.7	0
NUCB2	32.34	624.1	578.14	691.39	334.54	295.38	181.84	1277.51	124.56	349.1	301.86	193.98	214	418.87	1146.9
TPPP2	0	0	354.16	312.61	0	0	0	0	0	0	0	0	0	0	107.29
SNRNP40	0	140.63	642.97	735.7	177.99	220.01	0	227.62	31.81	89.15	128.48	278.65	84.08	203.75	151.5
TRNP1	0	0	0	0	0	0	0	0	0	0	0	51.83	0	0	0
KY	12.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENO2	360.62	136.45	217.85	448.68	444.07	2640.02	275.86	0	423.29	1075.07	1308.94	1081.45	1538.31	1228.52	209.99
GNAO1	60.8	115.03	794.71	1083.16	0	462.74	423.24	558.53	62.45	87.5	1450.25	1306.74	1217.24	849.95	0
COPZ1	442.07	1186.07	880.62	1050.04	900.69	1039.93	193.67	1329.01	1238.26	1127.84	875.22	662.85	245.46	545.27	2063.99
VTI1A	64.38	0	222.73	152.91	55.49	49	51.71	177.41	49.59	0	100.14	48.26	65.53	158.81	78.72
DHX36	0	24.09	187.62	235.21	0	43.07	22.72	38.98	0	15.27	22.01	31.82	21.6	26.17	17.3
SPATA20	175.46	10.48	266.26	329.03	0	365.47	14.83	118.76	28.45	0	71.83	41.54	18.8	91.12	0
ZSCAN5C	14.57	0	0	0	0	0	0	26.76	0	0	0	0	0	0	0
IGKV4-1	424.67	137.73	559.73	504.35	1359.65	1385.15	1169.46	334.37	1121.54	1964.48	943.72	727.72	1543.91	972.79	593.47
OTOF	0	0	0	0	0	0	5.75	0	0	0	0	0	0	4.42	0
AHR	0	0	29.21	0	0	0	13.56	0	0	0	0	0	0	0	0
