Protein	Description	Gene	H13_1	H13_2	H16_1	H16_2	H19_1	H19_2	H22_1	H22_2	H25_1	H25_2	H28_1	H28_2	H31_1	H31_2	H34_1	H34_2	H37_1	H37_2
A0A024QZS8	Palmitoyltransferase	ZDHHC4	16875.759765625	20454.826171875	17832.78515625	14561.6748046875	14474.4111328125	13008.84375	16602.498046875	12920.716796875	13046.8994140625	13234.408203125	15662.125	15308.0830078125	16394.759765625	16506.916015625	16038.3955078125	14310.33984375	12729.65625	19617.505859375
A0A024QZT2	Exocyst complex component 2	EXOC2	33460.81640625	34427.32421875	52169.9765625	32948.90234375	31825.109375	35434.63671875	41431.78125	42977.33203125	47227.1953125	33076.08984375	30608.927734375	33302.6015625	33604.4296875	32281.943359375	45929.47265625	36442.43359375	37893.46484375	35705.54296875
A0A024QZT4	Serpin peptidase inhibitor, clade B (Ovalbumin), member 9, isoform CRA_a	SERPINB9	0	6759.04833984375	0	0	0	0	4544.5908203125	0	0	0	11770.904296875	0	8129.9150390625	8734.494140625	34684.890625	28695.544921875	23773.32421875	21855.341796875
A0A024QZT7	ER lumen protein-retaining receptor	KDELR2	86022.65625	111766.6484375	106709.7734375	68988.765625	88617.296875	68634.7421875	54656.28125	51315.21484375	58042.5703125	47665.9140625	85511.53125	61572.3984375	65592.21875	48348.5625	24486.533203125	78209.765625	82459.171875	64139.8125
A0A024QZT9	NAD(P)H dehydrogenase, quinone 2, isoform CRA_a	NQO2	0	18736.265625	0	18051.392578125	6497.45654296875	3589.12817382813	5875.18310546875	0	21438.419921875	16963.1796875	7622.9521484375	21495.521484375	24980.41796875	21282.40234375	5030.15283203125	21483.908203125	16150.4970703125	24871.1484375
A0A024QZU0	Receptor (TNFRSF)-interacting serine-threonine kinase 1, isoform CRA_a	RIPK1	9078.947265625	9869.7626953125	10087.291015625	13241.9560546875	11590.646484375	9707.42578125	12287.810546875	12674.4931640625	11574.05078125	9184.7529296875	8221.3232421875	12442.4658203125	8773.61328125	12972.0107421875	11668.96484375	10431.5859375	12404.560546875	8858.904296875
A0A024QZU5	Peroxisomal D3,D2-enoyl-CoA isomerase, isoform CRA_a	PECI	187932.4375	163945.90625	199407.21875	174437.546875	190286.21875	205480.53125	172581.359375	161946.53125	188682.859375	180305.3125	229287.5	166593.34375	147904.265625	130558.734375	200345.21875	252276.265625	254631.453125	226746.28125
A0A024QZW0	Thiopurine S-methyltransferase, isoform CRA_d	TPMT	13598.6484375	19446.552734375	12573.0966796875	14554.9267578125	15323.9619140625	17557.880859375	21810.435546875	17190.701171875	11699.833984375	11696.869140625	11513.8515625	15130.1669921875	10808.583984375	16352.080078125	15175.80859375	12674.595703125	11421.7646484375	16335.72265625
A0A024QZW2	Nucleolar protein 7, 27kDa, isoform CRA_a	NOL7	33776.46484375	27315.724609375	45262.109375	41183.35546875	49093.4765625	42429.37109375	44167.8671875	40634.234375	39060.4140625	49145.578125	37789.58203125	32614.53125	33678.6640625	38541.90234375	35716.05078125	20359.306640625	18103.775390625	19635.837890625
A0A024QZW3	RAN binding protein 9, isoform CRA_a	RANBP9	14062.3798828125	13746.8720703125	15918.36328125	15180.263671875	15753.69921875	12697.8486328125	19609.90234375	14185.9970703125	14074.3193359375	15350.8837890625	15113.0380859375	14175.439453125	16683.029296875	19788.232421875	14863.07421875	12172.953125	16926.80078125	10767.93359375
A0A024QZW4	Adenosine 3-phospho 5-phosphosulfate transporter 2	SLC35B3	17563.3671875	15927.916015625	16102.7431640625	17065.033203125	19871.20703125	18697.494140625	18037.365234375	16458.71875	17734.771484375	16546.732421875	17343.107421875	13330.958984375	13942.5302734375	16607.40625	15883.55078125	19112.572265625	16861.181640625	16434.494140625
A0A024QZW7	Nucleoporin 153kDa, isoform CRA_a	NUP153	26461.9609375	30864.4375	25445.890625	24230.5	22339.646484375	29979.455078125	22831.40234375	26071.607421875	23684.5546875	20882.337890625	23568.904296875	23362.326171875	24804.13671875	20963.33984375	18418.083984375	16764.126953125	12954.662109375	14402.6845703125
A0A024QZX0	TBC1 domain family, member 7, isoform CRA_b	TBC1D7	54231.484375	15701.755859375	0	0	26221.9765625	21160.01171875	0	0	51983.1484375	0	53201.08984375	0	101363.46875	11864.6865234375	14110.3212890625	0	0	6362.17138671875
A0A024QZX3	Serpin peptidase inhibitor, clade B (Ovalbumin), member 6, isoform CRA_a	SERPINB6	157863.515625	152080.5625	185350.796875	136497.65625	117683.8125	136057.53125	116553.578125	127724.96875	122486.1875	124358.7734375	142739.203125	135846.96875	145595.625	125861.9140625	194671.453125	155868.828125	155387.109375	139126.21875
A0A024QZX9	KCCR13L, isoform CRA_a	LOC221955	24420.478515625	19532.908203125	23329.845703125	31029.3671875	26219.357421875	20401.322265625	28700.34375	36512.87890625	35902.33984375	26999.61328125	33430.18359375	24666.6171875	34312.00390625	31081.6796875	48410.1015625	40050.6953125	45176.19140625	42304.890625
A0A024QZY0	Biphenyl hydrolase-like (Serine hydrolase breast epithelial mucin-associated antigen), isoform CRA_d	BPHL	26634.466796875	29965.34375	11801.9482421875	35826.75	10900.513671875	22212.5703125	26580.7109375	10656.16015625	37558.953125	23778.740234375	10778.052734375	16512.923828125	35723.9140625	11378.3828125	12031.302734375	16711.8125	0	7719.033203125
A0A024QZY1	JTV1 gene, isoform CRA_a	JTV1	85100.7890625	84948.796875	83168.1328125	96276.265625	80642.4921875	92198.8046875	86537.6953125	92998.625	91527.0859375	76286.40625	57636.4375	89841.375	91572.90625	66180.6484375	108456.828125	99633.5703125	84643.265625	77031.7421875
A0A024QZY4	Tripartite motif-containing 38, isoform CRA_a	TRIM38	12974.73828125	10733.2138671875	15075.634765625	11654.73046875	11406.318359375	22889.447265625	19137.705078125	15895.15625	13674.7568359375	9152.1767578125	15841.2783203125	15139.138671875	16078.33203125	15153.76171875	20947.5390625	15666.1728515625	21465.775390625	12966.6767578125
A0A024QZY5	PRP4 pre-mRNA processing factor 4 homolog B (Yeast), isoform CRA_a	PRPF4B	25413.671875	21164.02734375	24953.6015625	25580.119140625	29221.6640625	30996.767578125	24352.0390625	25766.9765625	24781.59765625	25059.72265625	23184.859375	26122.8125	26817.1484375	23243.83984375	20950.640625	25449.771484375	20643.375	18479.0546875
A0A024QZY9	Chromosome 6 open reading frame 32, isoform CRA_c	C6orf32	8706.4091796875	5483.6884765625	10967.0166015625	2471.40087890625	0	6355.7255859375	0	0	1853.27111816406	25250.91015625	8694.1240234375	12701.2841796875	10924.736328125	2362.18823242188	11065.513671875	4037.916015625	9208.2841796875	8697.052734375
A0A024QZZ7	Histone H2B	HIST1H2BD	22443366	24511808	33324616	30988322	32708548	36098316	25749900	29978816	25798258	24914088	25236894	36656232	21063664	21518804	21963106	14538680	17044498	17227942
A0A024R001	Transmembrane protein 14C, isoform CRA_a	TMEM14C	99123.140625	163611.578125	143828.234375	83462.4609375	130360.2890625	71310.703125	68356.109375	67154.28125	66184.3515625	36977.73046875	173260.890625	154776.71875	97489.3671875	163507.484375	87957.21875	175625.140625	124976.5234375	154632.0625
A0A024R006	Family with sequence similarity 8, member A1, isoform CRA_a	FAM8A1	40875.07421875	50947.52734375	61837.765625	47857.625	41481.4140625	42607.421875	37647.40625	51003.4296875	44294.2734375	50029.2265625	60975.87890625	57186.55859375	50053.18359375	45039.03515625	72683.5703125	56893.0078125	74600.8671875	67219.9140625
A0A024R012	NAD-dependent protein deacylase sirtuin-5, mitochondrial	SIRT5	6740.6142578125	7225.5517578125	6597.04052734375	5769.65625	5199.705078125	6268.3857421875	5923.1005859375	7157.12890625	5398.40966796875	4583.7607421875	7535.85888671875	7229.232421875	10431.17578125	5584.83154296875	7921.408203125	13283.810546875	5449.60400390625	4939.2470703125
A0A024R015	Dystrobrevin binding protein 1, isoform CRA_b	DTNBP1	9621.12890625	8490.3388671875	15496.7333984375	9472.3740234375	7693.37890625	15145.9453125	7916.546875	12787.0205078125	11382.41015625	11234.634765625	8426.888671875	23299.349609375	22818.884765625	13907.87890625	21266.94140625	21750.60546875	18659.455078125	20825.15625
A0A024R029	Activator of basal transcription 1, isoform CRA_a	ABT1	10846.5419921875	7824.41943359375	11835.267578125	12567.5419921875	14879.8251953125	10675.0986328125	13123.1572265625	12947.859375	18058.880859375	14088.9599609375	11108.396484375	8845.2763671875	11947.6298828125	12893.8671875	7487.482421875	11494.82421875	5132.03369140625	8203.3828125
A0A024R035	Complement component 9, isoform CRA_a	C9	16008.779296875	15493.4052734375	11631.8330078125	16366.1064453125	14407.205078125	15353.3359375	17261.1875	11423.0556640625	0	0	42321.1796875	0	20112.46875	26946.421875	17043.408203125	0	0	0
A0A024R036	Disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila), isoform CRA_a	DAB2	104355.15625	108665.4140625	114843.6484375	105805.6171875	106071.9453125	111989.0625	92533.9375	120627.1796875	139860.46875	118608.9296875	130292.84375	117120.7109375	129289.1484375	93262.9296875	180179.390625	152075.359375	160287.84375	120258.9296875
A0A024R040	Succinyl-CoA:3-ketoacid-coenzyme A transferase	OXCT1	162911.75	143179.40625	142587.6875	137676.125	155196.65625	178179.453125	129801.46875	144284.59375	146123.03125	137659.15625	130790.9609375	151620.015625	128595.640625	138376.015625	128471.8125	155318.75	121596.9921875	141367.140625
A0A024R042	Butyrophilin, subfamily 3, member A3, isoform CRA_b	BTN3A3	19448.759765625	25794.74609375	21095.65625	17868.982421875	16552.642578125	20566.806640625	18558.23046875	11714.51171875	21665.6875	8806.173828125	24274.55078125	19692.076171875	31254.03515625	21894.0859375	45444.67578125	36658.94921875	46263.04296875	42855.66015625
A0A024R045	HCG37731, isoform CRA_c	hCG_37731	49560.3515625	31694.953125	60507.2421875	103540.359375	65188.29296875	0	65855.3515625	57020.51953125	72323.375	0	57779.27734375	52846.0859375	48166.30859375	0	0	0	0	0
A0A024R058	NAD kinase, isoform CRA_a	NADK	180719.8125	74429.8125	251964.21875	494064.3125	251032.484375	10929.97265625	62201.44921875	296705.9375	268840.40625	260112.421875	726825.6875	677058.75	283901.3125	279737.65625	694760.125	641901.0625	415855.96875	568629.875
A0A024R060	HCG2036609, isoform CRA_d	hCG_2036609	6289.244140625	9640.830078125	6777.6552734375	7293.658203125	7330.31103515625	7175.4638671875	6174.958984375	6443.099609375	6914.63037109375	5347.57568359375	7277.087890625	7663.23974609375	9554.0400390625	10026.16015625	8615.919921875	8377.552734375	8215.095703125	9299.7705078125
A0A024R061	Synaptobrevin-like 1, isoform CRA_e	SYBL1	88497.171875	90999.21875	97068.28125	88375.4453125	104696.9765625	85458.96875	92781.4609375	103629.953125	91233.3203125	85965.046875	103908.9921875	88868.03125	100188.2578125	109562.5234375	113835.859375	113061	131153.328125	108870
A0A024R068	Peroxisome biogenesis factor 10, isoform CRA_a	PEX10	11298.3212890625	12178.314453125	13711.37890625	14665.7119140625	11190.4970703125	13622.4970703125	9019.8349609375	9440.3515625	9585.5986328125	10763.232421875	12576.65625	11404.052734375	10369.5732421875	10090.6943359375	14363.263671875	14039.478515625	18112.03125	13270.7021484375
A0A024R071	Nucleoporin 155kDa, isoform CRA_a	NUP155	56298.66015625	52430.546875	60402.40234375	54132.94921875	55443.3515625	54206.96875	47188.0234375	52109.48828125	49609.88671875	50500.87890625	54236.2421875	45108.578125	48548.4140625	42786.2578125	43847.64453125	39247.48828125	38053.64453125	36483.02734375
A0A024R075	Ubiquitin-conjugating enzyme E2, J2 (UBC6 homolog, yeast), isoform CRA_b	UBE2J2	20423.53125	17475.8671875	21582.677734375	20199.3984375	21585.158203125	19251.69921875	18762.306640625	19034.876953125	24606.40625	19183.2578125	21502.400390625	22949.638671875	20816.791015625	20330.9140625	19252.328125	11527.2578125	17315.134765625	18683.994140625
A0A024R084	Stromal cell derived factor 4, isoform CRA_c	SDF4	46557.06640625	45049.65234375	46726.01171875	51840.17578125	49150.6171875	44540.68359375	40467.93359375	43868.7890625	45666.859375	53126.5	56121.50390625	59351.9140625	59759.77734375	43666.5625	80313.0078125	70490.4765625	73469.15625	68408.34375
A0A024R087	HCG36935, isoform CRA_b	hCG_36935	976.66650390625	0	46627.70703125	0	19378.28515625	1146.77844238281	0	0	22944.244140625	22423.552734375	23192.37890625	21720.3203125	0	0	0	21232.3046875	0	0
A0A024R096	Protein kish	C1orf119	36494.375	33860.59765625	42874.078125	38511.1171875	39774.48046875	41426.375	38142.6328125	39406.38671875	43551.75	38915.60546875	37940.33203125	38127.86328125	47678.8828125	40762.78515625	38776.25390625	31799.83984375	33726.921875	30632.09375
A0A024R099	Proline/serine-rich coiled-coil 1, isoform CRA_c	PSRC1	8477.677734375	0	0	5051.552734375	5164.359375	5057.271484375	9417.8515625	7083.2158203125	7794.63671875	0	0	0	0	2650.07958984375	0	0	0	0
A0A024R0A8	Adenosylhomocysteinase	AHCYL1	114582.5234375	107648.0234375	141090.734375	50306.12109375	58623.24609375	115411.53125	64935.7265625	55664.5390625	109276.5234375	51174.69921875	138698.875	63811.41015625	58983.11328125	94773.3828125	78736.59375	82937.859375	87471.015625	72194.5859375
A0A024R0B7	Transmembrane protein 77, isoform CRA_a	TMEM77	11274.939453125	11258.33984375	0	0	12589.837890625	55690.515625	4668.484375	7893.087890625	10585.142578125	0	8667.0615234375	0	13048.3916015625	38266.28515625	12738.9345703125	11875.2119140625	17078.7421875	0
A0A024R0B8	Uncharacterized protein	FLJ21657	17929.205078125	19184.779296875	23636.037109375	0	22377	15036.25	16925.171875	0	14593.77734375	45975.0546875	0	31548.578125	32413.908203125	22979.845703125	39153.42578125	28601.826171875	0	29450.49609375
A0A024R0C3	Nicotinamide nucleotide transhydrogenase, isoform CRA_a	NNT	252877.609375	289472.5625	244696.765625	223679.484375	254515.84375	256452.15625	227693.765625	224834.296875	220327.703125	225303.8125	282617.84375	245115.578125	304752.21875	234739.875	341360.71875	354796.125	322107.4375	367166.46875
A0A024R0C8	Epididymis secretory sperm binding protein	hCG_2043376	786039.375	831647.625	791653.625	839353.4375	866277	940531.375	1049176.125	1131061.875	892841.4375	1064559.5	1027063.3125	1168162.125	1157543.625	1184012.125	1374698.5	1359511.125	1182252	1395279.375
A0A024R0E2	Cold shock domain containing E1, RNA-binding, isoform CRA_a	CSDE1	93667.171875	92831.171875	108018.9609375	102195.0234375	112206.4609375	103079.8984375	121013.8359375	103578.734375	114415.046875	117917.3046875	103367.0625	99824.8515625	109111.234375	104450.6640625	101144.6328125	101203.03125	94999.234375	77185.6484375
A0A024R0E3	Vang-like protein	VANGL1	29696.3984375	25006.791015625	38467.1875	35430.48046875	34467.21875	28690.47265625	28705.447265625	34453.15625	34811.87109375	32881.97265625	25917.810546875	27731.994140625	33473.92578125	32513.376953125	26799.173828125	23756.33203125	22640.89453125	22871.708984375
A0A024R0F6	Tripartite motif-containing 33, isoform CRA_a	TRIM33	10246.419921875	6906.39111328125	12774.1142578125	8064.3310546875	3473.12426757813	8374.896484375	12059.650390625	10099.98046875	15118.5595703125	9597.478515625	71656.6171875	89723.25	0	65391.0625	15499.7744140625	0	0	0
A0A024R0F8	G-protein signalling modulator 2 (AGS3-like, C. elegans), isoform CRA_a	GPSM2	12021.0078125	3997.50170898438	0	0	0	19917.83203125	18143.142578125	18149.080078125	0	13480.59375	19666.90234375	13764.3876953125	11891.2119140625	27373.013671875	29358.552734375	19147.94921875	20639.990234375	22733.74609375
A0A024R0G0	Chloride channel CLIC-like 1, isoform CRA_b	CLCC1	49343.68359375	44077.5859375	57230.91015625	59272.9453125	67505.8125	50131.3984375	47551.7265625	41913.62890625	50551.15234375	49496.6875	61562.109375	54638.44140625	60859.48828125	48340.59375	64403.49609375	60992.953125	77827.5546875	60890.96875
A0A024R0G8	NAD-dependent protein deacetylase	SIRT2	6683.16943359375	5968.59521484375	5753.8046875	6074.29638671875	8033.01611328125	7881.8017578125	9791.7802734375	9350.0546875	6191.0810546875	7742.8994140625	10827.20703125	7734.244140625	9033.4375	10098.5400390625	8224.47265625	9182.7119140625	8488.0263671875	8306.91015625
A0A024R0H1	Solute carrier family 16 (Monocarboxylic acid transporters), member 1, isoform CRA_b	SLC16A1	105886.703125	108244.609375	109927.203125	88596.96875	107765.625	104400.84375	82368.9609375	91972.7109375	97869.9453125	87587.484375	123825.0234375	104681.6484375	127053.109375	107234.359375	139426.546875	135030.890625	144177.59375	147218.5625
A0A024R0H2	Mitochondrial ribosomal protein S12, isoform CRA_a	MRPS12	80016.1640625	70630.96875	69538.09375	71559.625	57189.81640625	78213.8515625	61909.25	60178.796875	67741.109375	65855.6015625	56516.7578125	57966.45703125	53090.40234375	46745.51953125	59929.46484375	59426.39453125	49222.125	47711.0859375
A0A024R0H6	Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae), isoform CRA_a	PAF1	22374.78125	25589.166015625	23877.587890625	24707.099609375	20209.025390625	40148.32421875	26755.107421875	26860.208984375	26531.65234375	34233	34840.23828125	49984.08203125	24498.955078125	23145.67578125	45081.73828125	27764.5234375	24560.11328125	28460.37890625
A0A024R0H7	Testis tissue sperm-binding protein Li 44a	WDR77	45493.76953125	50642.3984375	62816.234375	56422.76953125	52211.05859375	50400.1796875	63883.65234375	67329.5234375	62836.78125	58600.828125	54140.76953125	71896.4453125	60458.6640625	64964.734375	74187.5703125	59111.671875	55369.9609375	60025.28125
A0A024R0J1	Non-specific serine/threonine protein kinase	PAK4	33738.609375	30335.84765625	32832.4921875	32232.99609375	28486.095703125	31608.97265625	31414.146484375	27261.9296875	29620.048828125	31242.544921875	25103.189453125	30289.904296875	21369.818359375	28648.876953125	25634.12109375	19746.861328125	16432.720703125	17236.423828125
A0A024R0J5	AP complex subunit beta	hCG_38636	842.488647460938	3547.89526367188	4101.63037109375	0	8567.2998046875	4780.60595703125	17794.703125	5470.1943359375	13172.2431640625	4011.1845703125	10295.6806640625	4872.52490234375	8969.5166015625	0	0	10542.2197265625	19786.2265625	22996.8828125
